language,problem_id,category,title,core,input_size,trial,elapsed_ns,iterations,checksum
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,16,14780,354,6739382312237969123
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,17,15150,339,6739382312237969123
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,18,14938,342,6739382312237969123
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,19,14716,348,6739382312237969123
go,6,"Array","53 Maximum Subarray","dynamic maintenance",512,0,1398,3669,186495
go,6,"Array","53 Maximum Subarray","dynamic maintenance",512,1,1355,3768,186495
go,6,"Array","53 Maximum Subarray","dynamic maintenance",512,2,1352,3798,186495
go,6,"Array","53 Maximum Subarray","dynamic maintenance",512,3,1377,3633,186495
go,6,"Array","53 Maximum Subarray","dynamic maintenance",512,4,1413,3612,186495
go,6,"Array","53 Maximum Subarray","dynamic maintenance",512,5,1348,3819,186495
go,6,"Array","53 Maximum Subarray","dynamic maintenance",512,6,1347,3714,186495
go,6,"Array","53 Maximum Subarray","dynamic maintenance",512,7,1368,4473,186495
go,6,"Array","53 Maximum Subarray","dynamic maintenance",512,8,1358,3867,186495
go,6,"Array","53 Maximum Subarray","dynamic maintenance",512,9,1352,3777,186495
go,6,"Array","53 Maximum Subarray","dynamic maintenance",512,10,1331,3777,186495
go,6,"Array","53 Maximum Subarray","dynamic maintenance",512,11,1406,3564,186495
go,6,"Array","53 Maximum Subarray","dynamic maintenance",512,12,1381,3630,186495
go,6,"Array","53 Maximum Subarray","dynamic maintenance",512,13,1364,4323,186495
go,6,"Array","53 Maximum Subarray","dynamic maintenance",512,14,1370,4128,186495
go,6,"Array","53 Maximum Subarray","dynamic maintenance",512,15,1351,3708,186495
go,6,"Array","53 Maximum Subarray","dynamic maintenance",512,16,1392,3696,186495
go,6,"Array","53 Maximum Subarray","dynamic maintenance",512,17,1401,3585,186495
go,6,"Array","53 Maximum Subarray","dynamic maintenance",512,18,1345,3726,186495
go,6,"Array","53 Maximum Subarray","dynamic maintenance",512,19,1359,3975,186495
go,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,0,5449,921,468516
go,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,1,5235,957,468516
go,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,2,5414,978,468516
go,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,3,5607,918,468516
go,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,4,5527,930,468516
go,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,5,5354,999,468516
go,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,6,5240,960,468516
go,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,7,5526,909,468516
go,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,8,5243,975,468516
go,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,9,5351,948,468516
go,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,10,5512,927,468516
go,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,11,5161,987,468516
go,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,12,5221,1020,468516
go,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,13,5193,1062,468516
